country,amr_driver,policy_agenda_1,policy_agenda_2,policy_strategic_objective_1,policy_strategic_objective_2,policy_specific_actions_1,policy_specific_actions_2,evaluation_round,objective_interaction,objective_interpretation,implementation_interaction,implementation_interpretation
Uganda,environmental contamination & degradation,AMR-03,SDG-11,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures"," Maintain and/or restore a clean, healthy, and productive environment;
Promote green and inclusive cities and urban areas","
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Develop and implement a framework that reduces adverse per capita environmental impact of cities (air quality and waste management practises) 
Undertake waste (including faecal matter) to wealth initiatives which promote a circular economy",1,Align,"Both policies aim to reduce environmental contamination and degradation by improving waste management and sanitation. Policy AMR-03 focuses on reducing infection risk through better hygiene and waste disposal in health and farming sectors, while SDG-11 seeks to maintain a clean, healthy, productive environment and promote sustainable urban areas. Together they reinforce a common goal of lowering environmental pollutants.",Mutual benefit,"AMR-03’s roll-out of training, guidelines, waste treatment facilities, and safe disposal materials establishes the operational capacity and waste-segregation protocols that SDG-11’s urban framework and circular-economy initiatives can build upon. Conversely, SDG-11’s development of city-level waste-to-wealth schemes and improved waste management practices provides policy, funding, and technical support that facilitate AMR-03’s implementation in public and animal health settings."
Uganda,environmental contamination & degradation,AMR-03,SDG-11,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures"," Maintain and/or restore a clean, healthy, and productive environment;
Promote green and inclusive cities and urban areas","
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Develop and implement a framework that reduces adverse per capita environmental impact of cities (air quality and waste management practises) 
Undertake waste (including faecal matter) to wealth initiatives which promote a circular economy",2,Align,"Both policies seek to reduce environmental contamination and degradation through improved sanitation and waste management. AMR-03 targets healthcare and farm waste streams to prevent infection, while SDG-11 aims to maintain a clean, healthy environment and promote green cities by reducing adverse environmental impacts. Together they push the shared driver—environmental contamination—in the same direction, yielding cumulative benefits.",Mutual benefit,"AMR-03’s establishment of waste treatment facilities, training of healthcare and farm personnel, and guidelines for safe disposal create technical capacity and governance structures that support broader urban waste management frameworks under SDG-11. Conversely, SDG-11’s circular-economy and city waste-management initiatives provide policy frameworks, financing mechanisms, and public-private partnerships that facilitate the rollout and sustainability of AMR-03’s waste treatment and recycling measures."
Uganda,environmental contamination & degradation,AMR-03,SDG-11,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures"," Maintain and/or restore a clean, healthy, and productive environment;
Promote green and inclusive cities and urban areas","
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Develop and implement a framework that reduces adverse per capita environmental impact of cities (air quality and waste management practises) 
Undertake waste (including faecal matter) to wealth initiatives which promote a circular economy",3,Align,"Both policies seek to reduce environmental contamination and degradation through improved sanitation, waste management, and hygiene—Policy AMR-03 by targeting safe disposal and treatment of healthcare and farm wastes to cut infection risk, and SDG-11 by maintaining a clean, healthy environment and promoting waste-management frameworks—thereby pushing the shared driver in the same direction.",Mutual benefit,"AMR-03’s investments in waste-treatment facilities, training, guidelines, and incinerators strengthen SDG-11’s city-level frameworks and waste-to-wealth (circular economy) initiatives, while SDG-11’s supportive policies on reducing per-capita environmental impact and promoting circular waste use expand the institutional and economic space that AMR-03 requires for implementing safe waste-disposal and recycling practices."
Uganda,environmental contamination & degradation,AMR-03,SDG-11,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures"," Maintain and/or restore a clean, healthy, and productive environment;
Promote green and inclusive cities and urban areas","
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Develop and implement a framework that reduces adverse per capita environmental impact of cities (air quality and waste management practises) 
Undertake waste (including faecal matter) to wealth initiatives which promote a circular economy",4,Align,"Both policies seek to reduce environmental contamination and degradation via improved waste management and cleaner environments: AMR-03 through safe disposal and treatment of healthcare and animal wastes, and SDG-11 through urban waste management and circular economy approaches to maintain or restore a clean, healthy, productive environment.",Mutual benefit,"AMR-03’s investments in waste-treatment infrastructure, training, and guidelines create safe, segregated waste streams that can be valorized under SDG-11’s waste-to-wealth and circular economy initiatives, while SDG-11’s city-level frameworks and incentives for improved waste management provide institutional support, funding opportunities, and technical platforms that facilitate the roll-out and sustainability of AMR-03’s waste disposal measures."
Uganda,environmental contamination & degradation,AMR-03,SDG-11,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures"," Maintain and/or restore a clean, healthy, and productive environment;
Promote green and inclusive cities and urban areas","
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Develop and implement a framework that reduces adverse per capita environmental impact of cities (air quality and waste management practises) 
Undertake waste (including faecal matter) to wealth initiatives which promote a circular economy",5,Align,"Both policies seek to reduce environmental contamination and degradation by improving sanitation and waste management. AMR-03 focuses on safe disposal of infectious and animal waste to prevent infections, while SDG-11 targets broader urban waste management and a clean, healthy environment. Together they reinforce efforts to keep waste out of the environment, aligning on the shared driver.",Mutual benefit,"SDG-11’s framework for city-wide waste management and waste-to-wealth circular economy initiatives provides infrastructure, incentives, and regulatory support that facilitate AMR-03’s establishment of treatment facilities, incinerators, and waste-handler training. Conversely, AMR-03’s guidelines, training programs, and baseline assessments of healthcare and farm waste practices generate data, standards, and trained personnel that can be incorporated into SDG-11’s urban waste management systems, making each policy’s roll-out easier."
Uganda,environmental contamination & degradation,AMR-03,SDG-02,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures","Improve post-harvest handling and storage 
Manufactoring industry: Increase value addition for import substitution and enhanced exports;
'Agro-industrialization Programme: Promote sustainable land and environment management practices in line with the agroecological needs","
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Reduce agro-chemical pollution of water and land;
Establish new and rehabilitate existing agro-processing industries to minimize negative environmental impacts for processing of key agricultural commodities 
Provide government support for installation of recycling facilities for Polyethylene terephthalate (PET), High-Density Polyethylene (HDPE) Low-Density Polyethylene (LDPE) and Polypropylene (PP)
Reduce and mitigate emissions from agricultural systems through converting waste to energy and other green technologies;
Establish new and rehabilitate existing agro-processing industries to minimize negative environmental impacts for processing of key agricultural commodities ",1,Align,"Both policies aim to reduce environmental contamination and degradation by improving waste management along different value chains. AMR-03 focuses on safe disposal and treatment of healthcare and animal-facility wastes to prevent environmental release of pathogenic and antimicrobial residues. SDG-02 promotes sustainable land and environment management, reduces agrochemical pollution, and establishes recycling and green-technology facilities for agricultural and industrial wastes. Together they push the shared driver of environmental contamination in the same (reducing) direction.",Mutual benefit,"SDG-02’s investments in recycling facilities, waste-to-energy conversion, and green technologies create infrastructure that can be leveraged for healthcare and farm waste treatment (e.g., co-incineration, energy recovery). Conversely, AMR-03’s training, guidelines, and mentorship for safe waste handling build the technical capacity and regulatory frameworks needed to operate and maintain the new agro-industrial and recycling facilities. Each policy’s instruments thus facilitate and reinforce the implementation of the other."
Uganda,environmental contamination & degradation,AMR-03,SDG-02,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures","Improve post-harvest handling and storage 
Manufactoring industry: Increase value addition for import substitution and enhanced exports;
'Agro-industrialization Programme: Promote sustainable land and environment management practices in line with the agroecological needs","
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Reduce agro-chemical pollution of water and land;
Establish new and rehabilitate existing agro-processing industries to minimize negative environmental impacts for processing of key agricultural commodities 
Provide government support for installation of recycling facilities for Polyethylene terephthalate (PET), High-Density Polyethylene (HDPE) Low-Density Polyethylene (LDPE) and Polypropylene (PP)
Reduce and mitigate emissions from agricultural systems through converting waste to energy and other green technologies;
Establish new and rehabilitate existing agro-processing industries to minimize negative environmental impacts for processing of key agricultural commodities ",2,Align,"Both policies target reduction of environmental contamination and degradation: AMR-03 does so by strengthening sanitation, hygiene and safe waste disposal in health and animal sectors to prevent infectious contamination; SDG-02 does so by promoting sustainable land and environment management, reducing agrochemical pollution, and improving post-harvest handling and storage. Together they push the shared driver in the same direction, yielding cumulative benefits.",Independent,"AMR-03 implementation focuses on healthcare and animal-sector waste treatment facilities, training and incinerators, while SDG-02 implementation focuses on agro-processing infrastructure, pollution reduction in agriculture, recycling facilities and waste-to-energy technologies. There is no clear mechanism by which one policy’s specific actions materially ease or hinder the other’s implementation."
Uganda,environmental contamination & degradation,AMR-03,SDG-02,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures","Improve post-harvest handling and storage 
Manufactoring industry: Increase value addition for import substitution and enhanced exports;
'Agro-industrialization Programme: Promote sustainable land and environment management practices in line with the agroecological needs","
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Reduce agro-chemical pollution of water and land;
Establish new and rehabilitate existing agro-processing industries to minimize negative environmental impacts for processing of key agricultural commodities 
Provide government support for installation of recycling facilities for Polyethylene terephthalate (PET), High-Density Polyethylene (HDPE) Low-Density Polyethylene (LDPE) and Polypropylene (PP)
Reduce and mitigate emissions from agricultural systems through converting waste to energy and other green technologies;
Establish new and rehabilitate existing agro-processing industries to minimize negative environmental impacts for processing of key agricultural commodities ",3,Align,"Both policies seek to reduce environmental contamination and degradation by improving waste management and promoting sustainable practices. AMR-03 focuses on safe disposal of infectious and farm waste to lower infection risks, while SDG-02 promotes sustainable land and environment management, improved post-harvest handling and pollution reduction in agro-processing. Together they reinforce the shared goal of reducing anthropogenic pollution of land and water.",Mutual benefit,"The waste-infrastructure investments and capacity building under SDG-02 (recycling facilities, waste-to-energy conversion, pollution mitigation in agro-processing) create platforms and technical expertise that AMR-03 can leverage for healthcare and farm waste treatment (incinerators, treatment facilities, training). Conversely, AMR-03’s guidelines, training programmes and treatment sites strengthen regulatory and operational frameworks that can be adapted by the agro-industrial sector, creating a positive feedback loop that eases implementation of both policies."
Uganda,environmental contamination & degradation,AMR-03,SDG-02,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures","Improve post-harvest handling and storage 
Manufactoring industry: Increase value addition for import substitution and enhanced exports;
'Agro-industrialization Programme: Promote sustainable land and environment management practices in line with the agroecological needs","
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Reduce agro-chemical pollution of water and land;
Establish new and rehabilitate existing agro-processing industries to minimize negative environmental impacts for processing of key agricultural commodities 
Provide government support for installation of recycling facilities for Polyethylene terephthalate (PET), High-Density Polyethylene (HDPE) Low-Density Polyethylene (LDPE) and Polypropylene (PP)
Reduce and mitigate emissions from agricultural systems through converting waste to energy and other green technologies;
Establish new and rehabilitate existing agro-processing industries to minimize negative environmental impacts for processing of key agricultural commodities ",4,Align,"Both policies seek to reduce environmental contamination and degradation. Policy AMR-03 does so by strengthening sanitation, hygiene, and safe disposal of infectious and farm wastes, while SDG-02 targets agrochemical pollution, promotes recycling and waste-to-energy in agro-industries. Although they focus on different waste streams, they both push the shared driver in the same direction, yielding cumulative benefits.",Independent,"Policy AMR-03 implementation centers on healthcare and animal-facility waste training, guidelines, and dedicated treatment (e.g., incinerators), whereas SDG-02 implementation focuses on agro-chemical runoff reduction, recycling facilities for plastics, and waste-to-energy in agro-processing. They employ distinct instruments in separate sectors with no clear facilitation or conflict between them."
Uganda,environmental contamination & degradation,AMR-03,SDG-02,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures","Improve post-harvest handling and storage 
Manufactoring industry: Increase value addition for import substitution and enhanced exports;
'Agro-industrialization Programme: Promote sustainable land and environment management practices in line with the agroecological needs","
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Reduce agro-chemical pollution of water and land;
Establish new and rehabilitate existing agro-processing industries to minimize negative environmental impacts for processing of key agricultural commodities 
Provide government support for installation of recycling facilities for Polyethylene terephthalate (PET), High-Density Polyethylene (HDPE) Low-Density Polyethylene (LDPE) and Polypropylene (PP)
Reduce and mitigate emissions from agricultural systems through converting waste to energy and other green technologies;
Establish new and rehabilitate existing agro-processing industries to minimize negative environmental impacts for processing of key agricultural commodities ",5,Align,"Both policies target environmental contamination and degradation: AMR-03 by strengthening sanitation, hygiene and safe waste management in health care and animal sectors, and SDG-02 by promoting sustainable land management, reducing agro-chemical pollution, and improving post-harvest handling. Their shared focus on reducing environmental pollution produces cumulative benefits against the AMR driver.",Independent,"AMR-03 implements waste treatment for infectious and animal waste through training, guidelines and incinerators, whereas SDG-02 implements agro-processing upgrades, plastic recycling facilities and waste-to-energy technologies for agricultural residues. These measures operate on distinct waste streams with separate infrastructures, so neither policy’s implementation materially affects the other."
Uganda,environmental contamination & degradation,AMR-03,SDG-13,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures",The goal of the programme is to reduce environmental degradation and the adverse effects of climate change as well as improve utilisation of natural resources for sustainable economic growth and livelihood security.,"
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Promote inclusive climate resilient and low emissions development at all levels
Establish eco-friendly municipal and city waste collection and sorting facilities, and systems for recycling and reuse as a remedy for immense methane emissions from open landfills; ",1,Align,"Both policies aim to reduce environmental contamination and degradation through improved waste management. Policy 1 focuses on sanitation, hygiene, and safe disposal of healthcare and farm waste to prevent environmental contamination with infectious agents and antimicrobial residues, while Policy 2 seeks to reduce environmental degradation and greenhouse gas emissions by establishing eco-friendly municipal waste collection, sorting, recycling systems, and promoting climate-resilient development. Their objectives push the shared driver in the same direction, yielding cumulative benefits.",One-sided benefit,"Policy 2’s establishment of eco-friendly municipal and city waste collection, sorting, and recycling infrastructure creates systems that healthcare facilities and farms (targeted by Policy 1) can leverage for safe waste disposal and treatment, thereby easing implementation of Policy 1. Conversely, Policy 1’s sector-specific training and waste treatment facilities have limited influence on the broader municipal waste and recycling systems promoted by Policy 2."
Uganda,environmental contamination & degradation,AMR-03,SDG-13,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures",The goal of the programme is to reduce environmental degradation and the adverse effects of climate change as well as improve utilisation of natural resources for sustainable economic growth and livelihood security.,"
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Promote inclusive climate resilient and low emissions development at all levels
Establish eco-friendly municipal and city waste collection and sorting facilities, and systems for recycling and reuse as a remedy for immense methane emissions from open landfills; ",2,Align,"Both policies aim to reduce environmental contamination and degradation by improving waste management. Policy AMR-03 focuses on safe disposal and treatment of infectious healthcare and animal wastes, while SDG-13 promotes eco-friendly municipal waste collection, sorting, recycling and low-emission development. Together they push the shared driver (environmental contamination) in the same direction and generate cumulative benefits.",Mutual benefit,"SDG-13’s establishment of eco-friendly waste collection, sorting and recycling infrastructure creates channels and public awareness that AMR-03 can leverage for safe handling and disposal of healthcare and farm wastes. Conversely, AMR-03’s investment in treatment facilities, incinerators and training enhances technical capacity and best practices that can be transferred to broader municipal and city waste management systems, reinforcing SDG-13’s objectives."
Uganda,environmental contamination & degradation,AMR-03,SDG-13,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures",The goal of the programme is to reduce environmental degradation and the adverse effects of climate change as well as improve utilisation of natural resources for sustainable economic growth and livelihood security.,"
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Promote inclusive climate resilient and low emissions development at all levels
Establish eco-friendly municipal and city waste collection and sorting facilities, and systems for recycling and reuse as a remedy for immense methane emissions from open landfills; ",3,Align,"Both policies seek to reduce environmental contamination and degradation. AMR-03 does so by improving sanitation, hygiene and safe disposal of healthcare and animal waste to lower infection risk, while SDG-13 targets broader environmental degradation and climate impacts through sustainable resource use and waste management. They both push the shared driver (environmental contamination) in the same direction, yielding cumulative benefits.",One-sided benefit,"SDG-13’s investment in eco-friendly municipal and city waste collection, sorting, recycling and reuse infrastructure provides a broader waste management framework that health facilities and farms under AMR-03 can leverage for safe disposal and treatment of infectious and animal wastes, thereby easing AMR-03 implementation. Conversely, AMR-03’s specific training, IEC materials and procurement of disposal equipment do not directly advance SDG-13’s climate-resilient development and low emissions objectives."
Uganda,environmental contamination & degradation,AMR-03,SDG-13,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures",The goal of the programme is to reduce environmental degradation and the adverse effects of climate change as well as improve utilisation of natural resources for sustainable economic growth and livelihood security.,"
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Promote inclusive climate resilient and low emissions development at all levels
Establish eco-friendly municipal and city waste collection and sorting facilities, and systems for recycling and reuse as a remedy for immense methane emissions from open landfills; ",4,Align,"Both policies seek to reduce environmental contamination and degradation: AMR-03 by improving sanitation, hygiene and safe disposal of infectious and agricultural wastes, and SDG-13 by reducing general environmental degradation and promoting sustainable resource use. They both push the shared driver (environmental contamination) in the same direction, yielding cumulative benefits.",Mutual benefit,"SDG-13’s development of eco-friendly municipal waste collection, sorting, recycling and low-emission infrastructure provides broad waste-management capacity that facilitates AMR-03’s health-care and farm waste treatment measures. Conversely, AMR-03’s establishment of specialized treatment facilities, guidelines and training strengthens overall waste-management systems, reinforcing the municipal schemes under SDG-13."
Uganda,environmental contamination & degradation,AMR-03,SDG-13,"Reduce the incidence of infection through effective sanitation, hygiene and infection prevention measures",The goal of the programme is to reduce environmental degradation and the adverse effects of climate change as well as improve utilisation of natural resources for sustainable economic growth and livelihood security.,"
Train health care workers on safe waste disposal and waste treatment practices for healthcare Workers
Review and update IEC materials on safe waste disposal 
Procure and make available waste disposal materials for infectious wastes wherever generated 
Conduct training of trainers (TOT) for waste handlers 
Conduct mentorships sessions for waste handlers 
Set up health care waste treatment facilities at each health facility 
Conduct a baseline assessment of the current status of animal facility and farm waste disposal
Develop/disseminate guidelines for safe waste disposal for animal facilities and farms
Sensitize farmers and animal facility operators on safe waste disposal and treatment practices
Sensitize stakeholders and farmers on animal facility and farm waste recycling
Procure incinerators for abattoirs and sick animals","Promote inclusive climate resilient and low emissions development at all levels
Establish eco-friendly municipal and city waste collection and sorting facilities, and systems for recycling and reuse as a remedy for immense methane emissions from open landfills; ",5,Align,"Both policies aim to reduce environmental contamination and degradation: AMR-03 focuses on preventing infectious and agricultural waste from polluting soil and water, while SDG-13 seeks to curb broader environmental degradation and resource misuse through resilient, low-emission development. Together they drive the shared AMR driver downward, yielding cumulative benefits for ecosystem and public health.",One-sided benefit,"SDG-13’s establishment of eco-friendly municipal waste collection, sorting, recycling and reuse infrastructure can absorb and treat health-care and farm wastes more effectively, thereby easing the rollout of AMR-03 disposal and treatment measures. Conversely, AMR-03’s facility-level trainings and incinerators do not directly advance SDG-13’s broader climate-resilient development objectives."
Uganda,environmental contamination & degradation,AMR-04,SDG-06,"Promote Use of Quality, Safe and Efficacious antimicrobial agents 
Regulate pharmaceutical and antimicrobial waste","SUSTAINABLE URBANIZATION AND HOUSING: to attain inclusive, productive and liveable urban areas for socio-economic development.
HUMAN CAPITAL DEVELOPMENT:  To improve population health, safety and management","Develop guidelines for disposal of pharmaceutical and antimicrobial waste by the health facilities and general public
Print and disseminate disposal guidelines
Sensitize pharmacies and drug dealers on pharmaceutical waste disposal","Improve urban safe water and waste management services and associated infrastructure for value addition and revenue generation 
Invest in effective management of the entire WASH value chain segments such as containment, emptying, transportation, treatment, safe reuse or disposal.",1,Align,"Both policies aim to reduce environmental contamination and degradation by improving management of waste streams. AMR-04 focuses on safe disposal of pharmaceutical and antimicrobial waste to prevent drug residues in the environment, while SDG-06 strengthens urban water, sanitation, and waste management infrastructure to contain, treat, and safely dispose of all hazardous wastes. Together they push the shared driver in the same direction, delivering cumulative benefits.",Mutual benefit,"SDG-06’s investment in WASH infrastructure (containment, transportation, treatment, safe disposal) provides the physical channels needed to operationalize AMR-04’s pharmaceutical disposal guidelines, making compliance easier. Conversely, AMR-04’s sensitization and dissemination efforts generate demand for proper waste management practices, supporting SDG-06’s uptake and effective use of the enhanced waste services."
Uganda,environmental contamination & degradation,AMR-04,SDG-06,"Promote Use of Quality, Safe and Efficacious antimicrobial agents 
Regulate pharmaceutical and antimicrobial waste","SUSTAINABLE URBANIZATION AND HOUSING: to attain inclusive, productive and liveable urban areas for socio-economic development.
HUMAN CAPITAL DEVELOPMENT:  To improve population health, safety and management","Develop guidelines for disposal of pharmaceutical and antimicrobial waste by the health facilities and general public
Print and disseminate disposal guidelines
Sensitize pharmacies and drug dealers on pharmaceutical waste disposal","Improve urban safe water and waste management services and associated infrastructure for value addition and revenue generation 
Invest in effective management of the entire WASH value chain segments such as containment, emptying, transportation, treatment, safe reuse or disposal.",2,Align,"Both policies target reducing environmental contamination and degradation by improving waste management. Policy AMR-04 focuses on safe disposal and regulation of pharmaceutical and antimicrobial waste, while SDG-06 aims to enhance urban water, sanitation, and waste infrastructure to protect population health and the environment. Together they push the shared driver (environmental contamination) in the same direction, yielding cumulative benefits.",Mutual benefit,"SDG-06’s investments in WASH infrastructure (containment, transport, treatment, safe disposal) create the physical systems needed to implement AMR-04’s pharmaceutical‐waste disposal guidelines. Conversely, AMR-04’s sector‐specific guidance and sensitization of pharmacies and drug dealers ensure that pharmaceutical waste streams are properly integrated into the urban waste‐management value chain supported by SDG-06."
