edge_id,from,to,interaction_type,country,theme,effect,direct_or_indirect,bidirectional,context_dependent,interaction_summary,policy_tension,evidence_level,reference,amr_driver,challenge,distalness,type2,source
P097,sdg03,sdg13,SDG-SDG,Thailand,Human Health Systems,Align,Direct,TRUE,FALSE,"The public health emergency workforce, surveillance networks and supply‐chain preparedness created under SDG-03 can be mobilized for disaster response and risk management under SDG-13. Conversely, SDG-13’s investments in community capacity building, science‐ and technology‐based risk management, and ecosystem resilience strengthen local engagement, data infrastructure and preventive measures that facilitate public health surveillance, community collaboration and rapid response in emergencies.",Mutual implementation benefit (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",humanitarian crisis,Multiple challenges,0.725268362,Distal,Implementation
P098,sdg03,sdg13,SDG-SDG,Thailand,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies aim to strengthen systems and capacities to prepare for, respond to and mitigate crises—whether public health emergencies or natural disasters driven by climate change. By reducing the frequency and severity of humanitarian crises, they cumulatively lower one of the key drivers of AMR, namely the breakdown of health services and uncontrolled disease spread during emergencies.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",humanitarian crisis,Multiple challenges,0.725268362,Distal,Objective
P099,sdg11,sdg13,SDG-SDG,Thailand,Environment & Climate Action,Align,Direct,TRUE,FALSE,"The two policies reinforce each other’s rollout: SDG-11’s emergency preparedness systems, relief databases, and agency coordination improve the targeting and timeliness of the community coping measures under SDG-13. In turn, SDG-13’s capacity-building, application of science and technology, ecosystem rehabilitation, and international collaboration strengthen the preventive land-use planning and disaster-response frameworks set up by SDG-11, creating a positive feedback loop that makes both implementations more effective.",Mutual implementation benefit (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",humanitarian crisis,Multiple challenges,0.725268362,Distal,Implementation
P100,sdg11,sdg13,SDG-SDG,Thailand,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both SDG-11 and SDG-13 share the same strategic objective of reducing the risks and impacts of natural disasters and climate change. By mitigating these hazards, they collectively lessen the likelihood and severity of humanitarian crises—an established driver of antimicrobial resistance—thus producing cumulative benefits.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",humanitarian crisis,Multiple challenges,0.725268362,Distal,Objective
P101,sdg01,sdg04,SDG-SDG,Thailand,Social Equity & Education,Align,Direct,TRUE,FALSE,"SDG-01’s social protection delivery (aid, capacity building, integrated databases) is more effective when supported by the skilled, digitally literate workforce cultivated under SDG-04. Conversely, SDG-04’s education and training programs gain uptake and retention when poverty is reduced and social safety nets are in place. Each implementation streamlines and reinforces the other.",Mutual implementation benefit (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P102,sdg01,sdg04,SDG-SDG,Thailand,Social Equity & Education,Align,Indirect,TRUE,TRUE,"Both policies seek to improve individual socio-demographic factors—SDG-01 by reducing intergenerational poverty and strengthening social protection, and SDG-04 by raising education and lifelong learning across all ages. Together they cumulatively enhance income security, health literacy, and empowerment, pushing the shared driver (individual socio-demographic factors) in the same positive direction to mitigate AMR.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P103,sdg01,sdg08,SDG-SDG,Thailand,Social Equity & Education,Align,Direct,TRUE,FALSE,"SDG-01’s mechanisms (poverty targeting, capacity building, integrated social protection database) make it easier to identify and prioritize communities for SDG-08’s infrastructure upgrades, housing security, and community network support. Conversely, SDG-08’s strengthened urban community networks, welfare services, and universal-design infrastructure facilitate delivery of SDG-01’s social protection programs and capacity-building efforts, creating a positive feedback loop that enhances the implementation effectiveness of both policies.",Mutual implementation benefit (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P104,sdg01,sdg08,SDG-SDG,Thailand,Social Equity & Education,Align,Indirect,TRUE,TRUE,"Both SDG-01 and SDG-08 aim to improve underlying socio-demographic conditions that affect individual vulnerability to infection and antibiotic misuse. SDG-01 reduces intergenerational poverty and strengthens social protection, while SDG-08 ensures inclusive urban infrastructure, housing security, and welfare support. Together, they push the shared AMR driver (poor socio-economic status and weak social support) in the same direction—toward greater economic stability and social resilience—thereby cumulatively reducing risk factors for antimicrobial resistance.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P105,sdg01,sdg10,SDG-SDG,Thailand,Social Equity & Education,Align,Direct,TRUE,FALSE,"SDG-01’s integrated databases, aid mechanisms and capacity-building structures can be used to identify and target urban vulnerable groups under SDG-10, while SDG-10’s upgraded urban infrastructure and community networks provide channels and local platforms for delivering social protection services. Each implementation streamlines and enhances the other.",Mutual implementation benefit (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P106,sdg01,sdg10,SDG-SDG,Thailand,Social Equity & Education,Align,Indirect,TRUE,TRUE,"Both SDG-01 and SDG-10 seek to improve individual socio-demographic determinants—SDG-01 by reducing intergenerational poverty and strengthening social protection, SDG-10 by ensuring safe, inclusive urban environments and welfare for vulnerable groups. Together they push socio-demographic risk factors for AMR in the same (positive) direction, reinforcing each other’s aim to build resilience and reduce vulnerability.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P107,sdg04,sdg08,SDG-SDG,Thailand,Social Equity & Education,Independent,Indirect,FALSE,FALSE,The two policies are implemented by distinct sectors (education vs. agriculture/tourism) with separate activities and stakeholders. There is no overlap or indication that one implementation pathway facilitates or hinders the other.,Parallel implementation pathways (Multiple challenges),High,Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 4),individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P108,sdg04,sdg08,SDG-SDG,Thailand,Social Equity & Education,Align,Indirect,FALSE,TRUE,"Both policies act on individual socio-demographic drivers of AMR by strengthening human capital and economic status. SDG-04 raises education, digital literacy, and lifelong learning capacity, while SDG-08 raises incomes and livelihoods in agriculture and tourism. Together they push socioeconomic determinants in a positive direction, reducing the risk of inappropriate antimicrobial use.",Objective alignment on a shared AMR driver (Multiple challenges),Medium,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P109,sdg04,sdg10,SDG-SDG,Thailand,Social Equity & Education,Align,Direct,TRUE,FALSE,"The rollout of lifelong learning ecosystems and digital competency training under SDG-04 empowers individuals—especially in urban contexts—to engage with and benefit from smart-city infrastructure and community support networks established by SDG-10. Conversely, inclusive urban design, housing security and strengthened community care systems under SDG-10 create environments that facilitate access to education programs, learning alternatives and continuous skill development, generating positive feedback for both implementations.",Mutual implementation benefit (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P110,sdg04,sdg10,SDG-SDG,Thailand,Social Equity & Education,Align,Indirect,TRUE,TRUE,"Both policies strengthen individual socio-demographic factors that underpin AMR drivers. SDG-04 enhances education, digital literacy and lifelong learning—raising health literacy and adaptive capacities—while SDG-10 improves living conditions, infrastructure access and welfare for urban vulnerable groups—reducing socio-economic barriers to health information and services. Together they cumulatively elevate skills, equity and resilience, pushing the shared driver in the same positive direction.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P111,sdg08,sdg10,SDG-SDG,Thailand,Social Equity & Education,Independent,Direct,TRUE,FALSE,"Improvements in urban infrastructure, digital connectivity, and welfare under SDG-10 facilitate the development of online and central markets for high-value agricultural and tourism products promoted by SDG-08. Conversely, higher rural incomes and expanded agri-tourism under SDG-08 can relieve urban poverty pressures and reduce the burden on urban welfare and housing systems targeted by SDG-10, creating positive feedback for both implementations.",Mutual implementation benefit (Multiple challenges),Low,Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 5),individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P112,sdg08,sdg10,SDG-SDG,Thailand,Social Equity & Education,Align,Indirect,FALSE,TRUE,"Both policies seek to improve individual socio-demographic factors—SDG-08 by raising incomes and livelihoods of rural communities through high-value agriculture and tourism, and SDG-10 by enhancing welfare, housing security, and urban infrastructure for vulnerable groups—thereby jointly reducing socio-economic vulnerabilities that drive antimicrobial misuse.",Objective alignment on a shared AMR driver (Multiple challenges),Medium,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P113,sdg02,sdg03,SDG-SDG,Thailand,Agriculture & Food Systems,Align,Direct,FALSE,TRUE,"SDG-02’s establishment of community food security reserves and crisis distribution systems provides a stable supply of nutritious foods that wellness service providers can draw on for food therapy and dietary interventions under SDG-03. Conversely, the rollout of wellness-service infrastructure and incentives under SDG-03 does not directly ease implementation of the food security management strategies.",One-sided implementation benefit (Conservation),Medium,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",patient health status,Conservation,0.44473775,Proximal,Implementation
P114,sdg02,sdg03,SDG-SDG,Thailand,Agriculture & Food Systems,Align,Indirect,FALSE,TRUE,"Both SDG-02 and SDG-03 aim to improve patient health status: SDG-02 by ensuring reliable access to safe, nutritious and diverse food supplies (thereby strengthening nutritional health), and SDG-03 by enhancing holistic wellness services (including preventive and therapeutic care). Together they reinforce overall health outcomes.",Objective alignment on a shared AMR driver (Conservation),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",patient health status,Conservation,0.44473775,Proximal,Objective
P115,amr02,amr03,AMR-AMR,Thailand,Human Health Systems,Align,Direct,TRUE,FALSE,"Policy 1’s actions to strengthen integrated AMR surveillance infrastructure (labs, signaling, epidemiological networks) provide the backbone needed for Policy 2’s establishment of antimicrobial‐use surveillance in crop production. Conversely, the use‐surveillance data generated under Policy 2 feed into and enrich the integrated surveillance system under Policy 1, making both implementations easier and more effective.",Mutual implementation benefit (Surveillance),Low,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 3, 4, 5)",poor AMR surveillance system in veterinary medicine,Surveillance,0.611849647,Distal,Implementation
P116,amr02,amr03,AMR-AMR,Thailand,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies aim to build integrated, One Health–based AMR systems in the animal/agricultural sector. Policy 1 focuses on surveillance of AMR epidemiology in humans and animals, while Policy 2 focuses on stewardship and surveillance of antimicrobial use in agriculture. Together they strengthen a harmonized AMR management framework and complementary data streams, pushing the shared driver (poor veterinary AMR surveillance) in the same positive direction.",Objective alignment on a shared AMR driver (Surveillance),Medium,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 3, 4, 5)",poor AMR surveillance system in veterinary medicine,Surveillance,0.611849647,Distal,Objective
P117,amr01,amr03,AMR-AMR,Thailand,Human Health Systems,Independent,Indirect,FALSE,FALSE,"Policy 1’s implementation focuses on mass media, civil society engagement, health literacy programs, and community participation to inform the general public, whereas Policy 2’s implementation is limited to education of food animal and agricultural stakeholders. The two sets of actions operate in parallel but target different audiences, so neither implementation eases or hinders the other.",Parallel implementation pathways (Conservation),Low,Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1),public awareness about AMR,Conservation,0.497461831,Proximal,Implementation
P118,amr01,amr03,AMR-AMR,Thailand,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies seek to raise awareness of appropriate antimicrobial use. Policy 1 targets the general public through mass media, health literacy programmes and community engagement, while Policy 2 targets agriculture and animal‐sector stakeholders with education on stewardship. Both push the shared driver of public AMR awareness in the same direction, producing cumulative benefits.",Objective alignment on a shared AMR driver (Conservation),Medium,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 2, 3, 4, 5)",public awareness about AMR,Conservation,0.497461831,Proximal,Objective
P119,amr03,amr04,AMR-AMR,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Policy 1’s training programs, IEC materials, waste-treatment infrastructure (e.g., incinerators) and guidelines provide the platforms and resources needed to implement Policy 2’s pharmaceutical waste disposal guidelines. Conversely, Policy 2’s dedicated disposal guidelines, printed materials and sensitization of pharmacies enhance the effectiveness of Policy 1’s broader waste-management trainings and mentorship, making implementation of both easier.",Mutual implementation benefit (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Implementation
P120,amr03,amr04,AMR-AMR,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies aim to reduce discharge of anthropogenic waste by promoting safe disposal practices. Policy 1 focuses broadly on health-care, community, agricultural and animal facility wastes, while Policy 2 specifically targets pharmaceutical and antimicrobial waste. Together they push the shared driver of waste discharge in the same direction, producing cumulative benefits.",Objective alignment on a shared AMR driver (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Objective
P121,amr03,sdg06,AMR-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Investments under SDG-06 in containment, transport, treatment and safe reuse/disposal infrastructure make it easier for healthcare facilities, communities and farms (under AMR-03) to hand off or integrate their waste streams into the municipal system. Conversely, AMR-03’s focus on on-site treatment facilities, training and guidelines strengthens user capacity and waste segregation at source, enhancing the effectiveness of urban WASH value‐chain investments.",Mutual implementation benefit (Containment),Medium,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Implementation
P122,amr03,sdg06,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies seek to reduce the discharge of waste from anthropogenic activities by strengthening safe disposal and treatment practices. Policy 1 targets healthcare, community and agricultural/animal waste streams, while Policy 2 invests in urban water and waste management infrastructure and services. Together they push the shared driver (waste discharge) in the same direction, creating cumulative benefits.",Objective alignment on a shared AMR driver (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Objective
P123,amr03,sdg11,AMR-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Policy 1’s establishment of treatment facilities, guidelines, training and waste handling capacity complements SDG-11’s framework for reducing per capita environmental impact and its waste-to-wealth circular economy initiatives; the infrastructure and skills built under one policy facilitate the other’s implementation and vice versa.",Mutual implementation benefit (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Implementation
P124,amr03,sdg11,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies aim to reduce harmful waste discharge into the environment by promoting safe waste treatment and disposal practices—Policy 1 focuses on healthcare, community, agricultural and animal facility wastes, while Policy 2 targets urban waste management and overall environmental health—thereby pushing the shared driver in the same direction and producing cumulative benefits.",Objective alignment on a shared AMR driver (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Objective
P125,amr03,sdg12,AMR-SDG,Uganda,Environment & Climate Action,Independent,Direct,FALSE,FALSE,"Policy 2’s support for installing PET, HDPE, LDPE and PP recycling facilities creates infrastructure that healthcare, community and agricultural sectors can use to divert eligible plastic wastes from unsafe disposal, thereby easing the implementation of Policy 1’s safe-waste objectives. Policy 1’s activities (training, guidelines, incinerators) do not directly advance manufacturing value-addition or export goals under Policy 2.",One-sided implementation benefit (Containment),Low,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Implementation
P126,amr03,sdg12,AMR-SDG,Uganda,Environment & Climate Action,Independent,Indirect,FALSE,FALSE,"Policy 1 is focused on reducing the discharge of waste from healthcare, community and agricultural sources, directly targeting AMR drivers. Policy 2’s objective is economic—boosting value addition and exports in the manufacturing sector—and does not explicitly address waste discharge or AMR, so their strategic aims operate independently.",Limited objective interaction on a shared AMR driver (Containment),Medium,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Objective
P127,amr04,sdg06,AMR-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"AMR-04’s guidelines, dissemination efforts, and sensitization of pharmacies provide the procedural and behavioral framework needed for safe disposal, which is strengthened by SDG-06’s investments in WASH infrastructure and waste-management services; simultaneously, the expanded containment, transport, treatment, and disposal capacity under SDG-06 creates the means for healthcare facilities and the public to implement AMR-04’s disposal protocols effectively, creating a reinforcing feedback loop.",Mutual implementation benefit (Containment),Medium,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Implementation
P128,amr04,sdg06,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies aim to reduce the discharge of hazardous waste into the environment by improving disposal practices—Policy AMR-04 targets pharmaceutical and antimicrobial waste specifically, while SDG-06 focuses on comprehensive urban waste and water management—pushing the shared driver (waste discharge) in the same direction toward reduction.",Objective alignment on a shared AMR driver (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Objective
P129,amr04,sdg11,AMR-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"SDG-11’s city-level waste management and circular economy framework establishes the infrastructure and regulatory environment needed for proper pharmaceutical waste collection and processing, facilitating AMR-04’s guidelines and sensitization efforts. Conversely, AMR-04’s targeted disposal guidelines and stakeholder engagement enrich SDG-11’s waste management practices by ensuring pharmaceutical streams are managed safely within the broader circular economy.",Mutual implementation benefit (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Implementation
P130,amr04,sdg11,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies aim to reduce environmental contamination by anthropogenic waste streams. AMR-04 focuses on safe disposal of pharmaceutical and antimicrobial waste, while SDG-11 promotes overall urban waste management and a clean, healthy environment. Together they push the shared driver (discharge of waste) in the same direction, yielding cumulative benefits.",Objective alignment on a shared AMR driver (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Objective
P131,amr04,sdg12,AMR-SDG,Uganda,Environment & Climate Action,Independent,Direct,FALSE,FALSE,"Policy 2’s support for installing PET, HDPE, LDPE and PP recycling facilities creates infrastructure that can be used to recycle or repurpose pharmaceutical packaging waste, thereby easing the implementation of Policy 1’s disposal guidelines. Policy 1’s dissemination and sensitization activities do not materially facilitate or impede the installation of recycling plants under Policy 2.",One-sided implementation benefit (Containment),Medium,Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1),discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Implementation
P132,amr04,sdg12,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,FALSE,TRUE,"Both policies aim to reduce the discharge of anthropogenic waste—Policy 1 by regulating and guiding proper disposal of pharmaceutical and antimicrobial waste, and Policy 2 by investing in recycling facilities for key plastics—thereby cumulatively pushing the shared driver in the same direction.",Objective alignment on a shared AMR driver (Containment),Medium,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Objective
P133,sdg06,sdg11,SDG-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"SDG-06’s investments in WASH infrastructure and the full waste management value chain (containment, transport, treatment, safe reuse/disposal) provide the operational foundation that amplifies SDG-11’s circular-economy and waste-to-wealth frameworks, and vice versa, creating a reinforcing loop that makes each policy easier and more effective to implement.",Mutual implementation benefit (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Implementation
P134,sdg06,sdg11,SDG-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies target the reduction of waste discharge from anthropogenic activities by improving urban waste and faecal management, enhancing infrastructure, and promoting healthy, liveable urban environments, thereby pushing the shared driver in the same beneficial direction.",Objective alignment on a shared AMR driver (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Objective
P135,sdg06,sdg12,SDG-SDG,Uganda,Environment & Climate Action,Independent,Direct,FALSE,FALSE,"SDG-06’s investments in waste collection, transport, treatment, and disposal infrastructure can facilitate the aggregation and routing of plastic waste to the recycling facilities supported under SDG-12, whereas SDG-12’s recycling investments do not materially advance WASH service improvements.",One-sided implementation benefit (Containment),Low,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 2, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Implementation
P136,sdg06,sdg12,SDG-SDG,Uganda,Environment & Climate Action,Align,Indirect,FALSE,TRUE,"Both policies target reductions in anthropogenic waste discharge: SDG-06 by improving urban WASH infrastructure and waste‐water management, and SDG-12 by promoting recycling of plastic materials. Together they cumulatively reduce the volume of waste entering the environment.",Objective alignment on a shared AMR driver (Containment),Low,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 3)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Objective
P137,sdg11,sdg12,SDG-SDG,Uganda,Environment & Climate Action,Align,Direct,FALSE,TRUE,"SDG-11’s framework for reducing per capita environmental impact and its waste-to-wealth initiatives create policy and regulatory conditions that facilitate the establishment and operation of recycling facilities under SDG-12. Conversely, SDG-12’s targeted support for PET, HDPE, LDPE and PP recycling infrastructure provides concrete means to achieve SDG-11’s objectives of improved waste management and circular economy, making each policy easier to implement when the other is in place.",One-sided implementation benefit (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Implementation
P138,sdg11,sdg12,SDG-SDG,Uganda,Environment & Climate Action,Independent,Indirect,FALSE,FALSE,"Policy 1’s objective is to maintain a clean and healthy urban environment through waste management and circular-economy approaches. Policy 2’s objective is to boost manufacturing value addition and exports in the plastics sector. While both touch on the flow of materials and waste, they pursue distinct strategic priorities—environmental health versus industrial competitiveness—without a clearly shared outcome target on waste discharge.",Limited objective interaction on a shared AMR driver (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Objective
P139,amr01,amr04,AMR-AMR,Uganda,Human Health Systems,Align,Direct,TRUE,FALSE,"The AMR-01 course framework supplies ready-made AMR content that the ASO Technical Working Group can adopt for ToT sessions, CPD curricula and medicine information services under AMR-04. Conversely, the stewardship guidelines, ToTs and info services developed by AMR-04 enrich and legitimize the courses created under AMR-01, facilitating accreditation and uptake. Each implementation streamlines and enhances the other.",Mutual implementation benefit (Conservation),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",doctor knowledge & attitude,Conservation,0.54807423,Proximal,Implementation
P140,amr01,amr04,AMR-AMR,Uganda,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies aim to strengthen health professionals’ knowledge and attitudes on AMR. AMR-01 does so by embedding AMR prevention and containment courses in undergraduate and postgraduate curricula across human, animal and environmental health, while AMR-04 focuses on antimicrobial stewardship through guidelines, ToT sessions, CPD modules and information services. Together they reinforce each other’s educational and behavioral objectives, driving cumulative improvement in prescribing practices and AMR awareness.",Objective alignment on a shared AMR driver (Conservation),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",doctor knowledge & attitude,Conservation,0.54807423,Proximal,Objective
P141,amr03,amr04,AMR-AMR,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Policy 1’s roll-out of waste-treatment infrastructure, training, mentorship, and general disposal guidelines establishes channels and capacities that Policy 2 can leverage for pharmaceutical waste. Conversely, Policy 2’s specialized guidelines, dissemination efforts, and stakeholder sensitization on antimicrobial waste strengthen and enrich Policy 1’s overarching waste management framework, creating a reinforcing, mutually beneficial implementation dynamic.",Mutual implementation benefit (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P142,amr03,amr04,AMR-AMR,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies seek to reduce environmental contamination by promoting safe disposal practices. Policy 1 targets broad waste streams (healthcare, community, agricultural, animal), and Policy 2 hones in on pharmaceutical and antimicrobial waste. Their combined effect drives the shared driver—environmental contamination—in the same direction, yielding cumulative benefits.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P143,amr03,sdg02,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,FALSE,FALSE,"AMR-03 implements waste treatment for infectious and animal waste through training, guidelines and incinerators, whereas SDG-02 implements agro-processing upgrades, plastic recycling facilities and waste-to-energy technologies for agricultural residues. These measures operate on distinct waste streams with separate infrastructures, so neither policy’s implementation materially affects the other.",Parallel implementation pathways (Multiple challenges),Low,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
