"country","amr_driver","policy_agenda_1","policy_agenda_2","policy_strategic_objective_1","policy_strategic_objective_2","policy_specific_actions_1","policy_specific_actions_2","evaluation_round","objective_interaction","objective_interpretation","implementation_interaction","implementation_interpretation"
"Thailand","environmental contamination & degradation","SDG-12","SDG-15","Rehabilitating natural resources and increasing resource efficiency based on the Sufficiency Economy Philosophy","Expanding eco-friendly and high value-added sustainable farming models based 
on domestic success cases","Using surpluses from natural resources for diverse benefits without leftovers and waste from industry, agriculture and food waste. Analyzing material flows to efficiently manage leftovers from manufacturing and consumption and developing a circular system to make use of industrial leftovers and agricultural residues. Reducing pre-market losses and food waste. Developing a platform to connect circular economy businesses to knowledge and innovation, as well as revising regulations to allow recovering valuable materials from industrial waste.","Promoting sustainable agriculture with consideration to environmental impacts and nature-based development through the sustainable protection, management and rehabilitation of nature/ecosystems 
 Formulating systems and mechanisms to encourage forest plantations to boost communities’ economy.
Managing economic activities within the capacity of natural resources in the area","consolidated","Align","Both policies seek to reduce environmental contamination and degradation by restoring natural resource bases and managing them within ecological limits. SDG-12 focuses on closing material loops and eliminating waste, while SDG-15 promotes nature-based agricultural models and ecosystem rehabilitation. Together they steer the same driver (environmental contamination & degradation) in a restorative, resource-efficient direction, yielding cumulative benefits.","Mutual benefit","The circular-economy measures under SDG-12 (recovering industrial and agricultural residues, reducing pre-market losses, platform for circular businesses) supply feedstocks (e.g. compost, bio-materials) that sustainable farming models under SDG-15 can utilize. Conversely, sustainable nature-based agriculture and forest plantations generate biomass residues and healthy ecosystems that strengthen the material base for circular systems. Each implementation streamlines and reinforces the other."
"Thailand","governance capacity","AMR-05","AMR-04","Governance mechanisms to develop and sustain AMR-related actions
Strategic objective: AMR implementation mechanisms at national level are able to sustain AMR-related actions","Regulation of antimicrobial distribution 
Strategic objective: The systems of controlling and tracing distribution of human and veterinary antimicrobial medicines are integrated","Strategic action 6.1 Establish national level structure and mechanism to move the strategic plan and AMR operations forward 
Strategic action 6.2 Administer, monitor and evaluate the implementation of the strategic plan 
Strategic action 6.3 Support research and development to guide efficient AMR operations 
Strategic action 6.4 Sustain Thailandûs proactive and collaborative role in AMR at international level ","Strategic action 2.1 Strengthen the antimicrobial distribution control system for both humans and animals Strategic action 2.2 Enhance efficient law enforcement in conjunction with 
use of social measures to mitigate the problem of inappropriate distribution of antimicrobials","consolidated","Align","Inde","Independent","Establishing and operationalizing a strong national AMR governance mechanism (Policy 1) provides the oversight, resources, and coordination needed to implement distribution controls effectively (Policy 2). Conversely, the rollout of an integrated distribution control system generates data, enforcement experience, and stakeholder engagement that feed back into and strengthen the national AMR governance structure, creating positive synergy."
"Thailand","governance capacity","AMR-05","AMR-04","- Governance mechanisms to develop and sustain AMR-related actions
Strategic action 6.1 Establish national level structure and mechanism to move the strategic plan and AMR operations forward 
Strategic action 6.2 Administer, monitor and evaluate the implementation of the strategic plan 
Strategic action 6.3 Support research and development to guide efficient AMR operations 
Strategic action 6.4 Sustain Thailandûs proactive and collaborative role in AMR at international level ","Regulation of antimicrobial distribution 
Strategic objective: The systems of controlling and tracing distribution of human and veterinary antimicrobial medicines are integrated","Strategic action 6.1 Establish national level structure and mechanism to move the strategic plan and AMR operations forward 
Strategic action 6.2 Administer, monitor and evaluate the implementation of the strategic plan 
Strategic action 6.3 Support research and development to guide efficient AMR operations 
Strategic action 6.4 Sustain Thailandûs proactive and collaborative role in AMR at international level ","Strategic action 2.1 Strengthen the antimicrobial distribution control system for both humans and animals Strategic action 2.2 Enhance efficient law enforcement in conjunction with 
use of social measures to mitigate the problem of inappropriate distribution of antimicrobials","consolidated","Align","Both policies seek to strengthen governance capacity for AMR control. Policy 1 builds and sustains national governance mechanisms, structures and oversight for AMR operations, while Policy 2 embeds integrated regulatory and tracing systems into those governance structures. Together they push the shared driver (governance capacity) in the same direction, producing cumulative benefits.","Mutual benefit","The national structures, monitoring and evaluation systems, and R&D support created under Policy 1 provide the institutional framework, data streams, and oversight needed to enforce and trace antimicrobial distribution under Policy 2. Conversely, the enhanced regulatory controls and law-enforcement measures of Policy 2 generate operational feedback and compliance data that feed into and strengthen the governance mechanisms, monitoring, and evaluation platforms established by Policy 1."
"Thailand","humanitarian crisis","SDG-03","SDG-11","Strengthening the capacity of public health emergency response system to mitigate impacts on economic and public health services:
Sub-strategy 6.2 Establishing an emergency preparedness system to ensure public health security.","Thailand Can Mitigate Risks and Impacts of Natural Disaster and Climate Change 
Preventing and mitigating the impacts of natural disasters and climate change in key areas","Formulating an appropriate workforce plan for the surveillance, prevention and control of diseases and public health threats including expert clinical and field epidemiologists, data scientists, researchers, mathematical modelers, lab technicians and disease investigators, with an appropriate ratio to the country’s population, while providing adequate remuneration, welfare benefits and career advancement to the workforce. Encouraging people’s collaboration in surveillance and prevention, as well as setting up a preparedness plan for essential drugs, medical supplies, vaccines, medical equipment and materials for effective emergency responses.","Developing an emergency preparedness and response. Identifying levels, approaches and channels for monetary and non-monetary relief, as well as preparing database of target groups, initial budget sources, and the role of relevant national, regional and local agencies in providing support to those affected by socio-economic crises and natural disaster to ensure timely and effective assistance.
Promoting the adoption of disaster preventive measures in key areas, such as urban planning, systematic land-use allocation, as well as setting up disaster safety zones","consolidated","Align","Both policies aim to strengthen preparedness and response systems to mitigate the impacts of crises--Policy 1 focuses on public health emergencies and Policy 2 on natural disasters and climate change-induced crises. By enhancing resilience and response capacity across different types of emergencies, they jointly reduce the severity of humanitarian crises that drive AMR.","Mutual benefit","SDG-03's investment in specialized public health workforce, surveillance systems, supply chains and community engagement enhances overall emergency response capacity that can be leveraged in disaster relief settings under SDG-11. Conversely, SDG-11's disaster preparedness frameworks--coordination mechanisms, relief databases, funding channels and safety-zone planning--provide logistical and institutional platforms that facilitate rapid deployment of health teams, essential medicines and equipment during public health emergencies."
"Thailand","humanitarian crisis","SDG-03","SDG-13","Strengthening the capacity of public health emergency response system to mitigate impacts on economic and public health services:
Sub-strategy 6.2 Establishing an emergency preparedness system to ensure public health security.","Thailand Can Mitigate Risks and Impacts of Natural Disaster and Climate Change","Formulating an appropriate workforce plan for the surveillance, prevention and control of diseases and public health threats including expert clinical and field epidemiologists, data scientists, researchers, mathematical modelers, lab technicians and disease investigators, with an appropriate ratio to the country’s population, while providing adequate remuneration, welfare benefits and career advancement to the workforce. Encouraging people’s collaboration in surveillance and prevention, as well as setting up a preparedness plan for essential drugs, medical supplies, vaccines, medical equipment and materials for effective emergency responses.","Promoting the adoption of disaster preventive measures in key areas, such as urban planning, systematic land-use allocation, as well as setting up disaster safety zones
Developing and enhancing people and community’s capacity to cope with natural disasters and climate change: 
Applying science and technology to manage risks from natural disasters and climate change: 
Conserving and rehabilitating natural resources and ecosystems to prevent and mitigate the impacts of natural disasters and climate change: 
Promoting international collaboration to manage and mitigate risks from natural disasters and climate change: ","consolidated","Align","Both policies aim to strengthen systems and capacities to prepare for, respond to and mitigate crises--whether public health emergencies or natural disasters driven by climate change. By reducing the frequency and severity of humanitarian crises, they cumulatively lower one of the key drivers of AMR, namely the breakdown of health services and uncontrolled disease spread during emergencies.","Mutual benefit","Investments in disaster risk reduction and resilient infrastructure under SDG-13 (urban planning, ecosystem conservation, community capacity) reduce the frequency and severity of crises, thereby easing the workload on emergency health systems. At the same time, a robust emergency preparedness system under SDG-03 (trained workforce, surveillance, supply planning) strengthens early warning, coordination, and response in climate-related disasters, creating a positive feedback loop that benefits both implementations."
"Thailand","humanitarian crisis","SDG-11","SDG-13","Thailand Can Mitigate Risks and Impacts of Natural Disaster and Climate Change 
Preventing and mitigating the impacts of natural disasters and climate change in key areas","Thailand Can Mitigate Risks and Impacts of Natural Disaster and Climate Change","Developing an emergency preparedness and response. Identifying levels, approaches and channels for monetary and non-monetary relief, as well as preparing database of target groups, initial budget sources, and the role of relevant national, regional and local agencies in providing support to those affected by socio-economic crises and natural disaster to ensure timely and effective assistance.
Promoting the adoption of disaster preventive measures in key areas, such as urban planning, systematic land-use allocation, as well as setting up disaster safety zones","Promoting the adoption of disaster preventive measures in key areas, such as urban planning, systematic land-use allocation, as well as setting up disaster safety zones
Developing and enhancing people and community’s capacity to cope with natural disasters and climate change: 
Applying science and technology to manage risks from natural disasters and climate change: 
Conserving and rehabilitating natural resources and ecosystems to prevent and mitigate the impacts of natural disasters and climate change: 
Promoting international collaboration to manage and mitigate risks from natural disasters and climate change: ","consolidated","Align","Both SDG-11 and SDG-13 share the same strategic objective of reducing the risks and impacts of natural disasters and climate change. By mitigating these hazards, they collectively lessen the likelihood and severity of humanitarian crises--an established driver of antimicrobial resistance--thus producing cumulative benefits.","Mutual benefit","The overlapping focus on preventive measures (urban planning, land-use allocation, safety zones) creates efficiencies when implemented together. Emergency preparedness, relief coordination and data systems in SDG-11 bolster the community capacity building, science-based risk management, ecosystem rehabilitation, and international collaboration under SDG-13. Conversely, enhanced community resilience and resource conservation from SDG-13 improve the timeliness and effectiveness of emergency response and relief mechanisms under SDG-11."
"Thailand","individual socio-demographic factors","SDG-01","SDG-04","Thailand Has Less Intergenerational Poverty and Adequate, Appropriate Social Protection ","Thailand Has a High-Capability Workforce Committed to Lifelong Learning and Responsive to Future Developments
Ensuring that Thai people of all age groups are developed in all dimensions
Developing a high-capability workforce: 
Promoting lifelong learning:","Providing aid and building the capacity of intergenerational poor households
Developing local-level mechanisms to address intergenerational transmission of poverty
Creating equitable opportunities for children from intergenerational poor households: 
Enhancing social protection for people of all age groups: 
Building an efficient social protection system: 
Developing an integrated database to reduce intergenerational transmission of poverty and provide social protection:","Equipping learners at the primary education level with selfrecognition, digital skills, and necessary competencies for learning, living and working by: 
Providing learners in higher education with required competencies for the professional world of the future and innovation by: 
Equipping working-age learners with capability necessary for, and relevant to, the future work
Developing a high-capacity workforce in line with the needs of target manufacturing sectors and with an ability to create jobs of the future
Increasing the quality workforce so as to develop target manufacturing sectors 
Developing an ecosystem for lifelong learning
Developing learning alternatives for those who cannot attend formal education","consolidated","Align","Both policies seek to improve individual socio-demographic factors--SDG-01 by reducing intergenerational poverty and strengthening social protection, and SDG-04 by raising education and lifelong learning across all ages. Together they cumulatively enhance income security, health literacy, and empowerment, pushing the shared driver (individual socio-demographic factors) in the same positive direction to mitigate AMR.","Mutual benefit","SDG-01's social protection measures (cash transfers, capacity building, databases) reduce financial and social barriers to schooling and training, thus facilitating implementation of SDG-04's education and lifelong learning programs. Conversely, SDG-04's improved education and workforce capabilities enhance uptake, targeting, and effective use of social protection services, creating a positive feedback loop between the two implementations."
"Thailand","individual socio-demographic factors","SDG-01","SDG-08","Thailand Has Less Intergenerational Poverty and Adequate, Appropriate Social Protection ","Thailand is a Leading Country in High-Value Agricultural Produce and Processed Agricultural Products
Thailand is a Sustainable Quality-Oriented Tourist Destination ","Providing aid and building the capacity of intergenerational poor households
Developing local-level mechanisms to address intergenerational transmission of poverty
Creating equitable opportunities for children from intergenerational poor households: 
Enhancing social protection for people of all age groups: 
Building an efficient social protection system: 
Developing an integrated database to reduce intergenerational transmission of poverty and provide social protection:","Increasing access to urban infrastructure, such as urban design based on the universal design principles and housing security. Providing inclusive welfare for all inhabitants in order to improve quality of life for vulnerable groups to ensure good physical and mental health. Increasing the capacity of urban community networks to assist and provide initial care for the vulnerable both in normal time and during crises","consolidated","Align","Both policies seek to improve individual socio-demographic conditions of vulnerable populations. SDG-01 reduces intergenerational poverty and strengthens social protection across age groups, directly improving income security, education and health access. SDG-08 raises quality of life for vulnerable groups through inclusive welfare, urban infrastructure and community networks, also enhancing economic opportunities and well-being. Together they push the driver (individual socio-demographic factors) in the same positive direction, cumulatively reducing AMR risk linked to low socioeconomic status.","Mutual benefit","SDG-01's mechanisms (poverty targeting, capacity building, integrated social protection database) make it easier to identify and prioritize communities for SDG-08's infrastructure upgrades, housing security, and community network support. Conversely, SDG-08's strengthened urban community networks, welfare services, and universal-design infrastructure facilitate delivery of SDG-01's social protection programs and capacity-building efforts, creating a positive feedback loop that enhances the implementation effectiveness of both policies."
"Thailand","individual socio-demographic factors","SDG-01","SDG-10","Thailand Has Less Intergenerational Poverty and Adequate, Appropriate Social Protection ","Thailand Has Smart Cities as well as Safe and Livable Regions with Sustainable Growth
Addressing issues regarding urban vulnerable groups","Providing aid and building the capacity of intergenerational poor households
Developing local-level mechanisms to address intergenerational transmission of poverty
Creating equitable opportunities for children from intergenerational poor households: 
Enhancing social protection for people of all age groups: 
Building an efficient social protection system: 
Developing an integrated database to reduce intergenerational transmission of poverty and provide social protection:","Increasing access to urban infrastructure, such as urban design based on the universal design principles and housing security. Providing inclusive welfare for all inhabitants in order to improve quality of life for vulnerable groups to ensure good physical and mental health. Increasing the capacity of urban community networks to assist and provide initial care for the vulnerable both in normal time and during crises","consolidated","Align","Both SDG-01 and SDG-10 seek to strengthen the socio-demographic conditions of vulnerable populations--SDG-01 by reducing intergenerational poverty and expanding social protection, and SDG-10 by ensuring inclusive, safe, and livable urban environments. Together they drive individual socio-demographic factors in the same direction, enhancing education, income security, housing, and social inclusion, all of which reduce AMR risk by improving access to care, reducing overcrowding, and supporting healthy behaviors.","Mutual benefit","The integrated databases, capacity-building, and social protection platforms under SDG-01 can be leveraged to identify and enroll urban vulnerable groups into targeted housing, infrastructure, and welfare programs of SDG-10. Conversely, the universal design infrastructure, community networks, and inclusive welfare services established under SDG-10 create delivery channels and local partnerships that facilitate outreach, monitoring, and support for the social protection schemes of SDG-01."
"Thailand","individual socio-demographic factors","SDG-04","SDG-08","Thailand Has a High-Capability Workforce Committed to Lifelong Learning and Responsive to Future Developments
Ensuring that Thai people of all age groups are developed in all dimensions
Developing a high-capability workforce: 
Promoting lifelong learning:","Thailand is a Leading Country in High-Value Agricultural Produce and Processed Agricultural Products
Thailand is a Sustainable Quality-Oriented Tourist Destination ","Equipping learners at the primary education level with selfrecognition, digital skills, and necessary competencies for learning, living and working by: 
Providing learners in higher education with required competencies for the professional world of the future and innovation by: 
Equipping working-age learners with capability necessary for, and relevant to, the future work
Developing a high-capacity workforce in line with the needs of target manufacturing sectors and with an ability to create jobs of the future
Increasing the quality workforce so as to develop target manufacturing sectors 
Developing an ecosystem for lifelong learning
Developing learning alternatives for those who cannot attend formal education","Promoting the development of high-value tourism activities, products, and services
- Generating net incomes for communities, local entities and farmers based on the circular economy and a low-carbon society
- Supporting private sector investment in developing central and online markets   for agricultural produce including livestock and fishery products","consolidated","Align","Both policies act on individual socio-demographic drivers by enhancing human capital and livelihoods. SDG-04 develops competencies, digital literacy, and lifelong learning, while SDG-08 generates high-value employment and income in agriculture and tourism. Together they push socio-demographic factors in the same positive direction, strengthening the population's capacity for informed health decisions and prudent antimicrobial use.","Independent","SDG-04's efforts to equip learners and workers with relevant competencies directly supplies the skilled workforce that SDG-08 needs for high-value agricultural and tourism development. At the same time, SDG-08's creation of jobs and income opportunities in these sectors reinforces demand for the lifelong learning ecosystem under SDG-04, creating a positive feedback loop that eases implementation of both policies."
"Thailand","individual socio-demographic factors","SDG-04","SDG-10","Thailand Has a High-Capability Workforce Committed to Lifelong Learning and Responsive to Future Developments
Ensuring that Thai people of all age groups are developed in all dimensions
Developing a high-capability workforce: 
Promoting lifelong learning:","Thailand Has Smart Cities as well as Safe and Livable Regions with Sustainable Growth
Addressing issues regarding urban vulnerable groups","Equipping learners at the primary education level with selfrecognition, digital skills, and necessary competencies for learning, living and working by: 
Providing learners in higher education with required competencies for the professional world of the future and innovation by: 
Equipping working-age learners with capability necessary for, and relevant to, the future work
Developing a high-capacity workforce in line with the needs of target manufacturing sectors and with an ability to create jobs of the future
Increasing the quality workforce so as to develop target manufacturing sectors 
Developing an ecosystem for lifelong learning
Developing learning alternatives for those who cannot attend formal education","Increasing access to urban infrastructure, such as urban design based on the universal design principles and housing security. Providing inclusive welfare for all inhabitants in order to improve quality of life for vulnerable groups to ensure good physical and mental health. Increasing the capacity of urban community networks to assist and provide initial care for the vulnerable both in normal time and during crises","consolidated","Align","Both SDG-04 and SDG-10 target individual socio-demographic determinants of AMR by improving human capital and living conditions. SDG-04 builds workforce skills, digital literacy, and lifelong learning across all age groups, strengthening people's capacity to adopt healthy practices. SDG-10 focuses on inclusive urban infrastructure, housing security, and community welfare for vulnerable groups, improving physical and mental well-being. Combined, they both push the socio-demographic driver in the same direction, reducing AMR risk through better education, living environments, and social equity.","Mutual benefit","Equipping learners with digital skills, self-recognition abilities, and lifelong learning ecosystems under SDG-04 enhances community engagement and health literacy--assets that urban community networks and inclusive welfare programs under SDG-10 can leverage to deliver services more effectively. Conversely, SDG-10's investments in universal-design infrastructure, housing security, and community support systems create accessible venues and social support for non-formal education, training programs, and public-health outreach, making it easier to roll out lifelong-learning initiatives. These reciprocal effects create a positive feedback loop in implementation."
"Thailand","individual socio-demographic factors","SDG-08","SDG-10","Thailand is a Leading Country in High-Value Agricultural Produce and Processed Agricultural Products
Thailand is a Sustainable Quality-Oriented Tourist Destination ","Thailand Has Smart Cities as well as Safe and Livable Regions with Sustainable Growth
Addressing issues regarding urban vulnerable groups","Equipping learners at the primary education level with selfrecognition, digital skills, and necessary competencies for learning, living and working by: 
Providing learners in higher education with required competencies for the professional world of the future and innovation by: 
Equipping working-age learners with capability necessary for, and relevant to, the future work
Developing a high-capacity workforce in line with the needs of target manufacturing sectors and with an ability to create jobs of the future
Increasing the quality workforce so as to develop target manufacturing sectors 
Developing an ecosystem for lifelong learning
Developing learning alternatives for those who cannot attend formal education","Increasing access to urban infrastructure, such as urban design based on the universal design principles and housing security. Providing inclusive welfare for all inhabitants in order to improve quality of life for vulnerable groups to ensure good physical and mental health. Increasing the capacity of urban community networks to assist and provide initial care for the vulnerable both in normal time and during crises","consolidated","Align","Both SDG-08 and SDG-10 seek to improve individual socio-demographic conditions--SDG-08 by increasing incomes and livelihood opportunities for communities, farmers and service providers, and SDG-10 by enhancing welfare, housing security and urban infrastructure for vulnerable groups. These improvements cumulatively strengthen socio-economic resilience, thereby addressing a key driver of AMR in the same positive direction.","Independent","The implementation measures of SDG-08 (promotion of high-value tourism, circular-economy incomes and agricultural market development) operate in mainly rural and sectoral contexts, while SDG-10's actions (universal-design urban infrastructure, inclusive welfare and community networks) target urban vulnerable populations. There is no clear evidence that one set of instruments directly facilitates or obstructs the other."
"Thailand","patient health status","SDG-02","SDG-03","Encouraging the food security management system:","Pressing for Thailand to become a world-class hub for wellness services: 
Sub-strategy 2.1 Developing innovations in wellness services based on Thailand's unique identity. 
Sub-strategy 2.2 Raising the quality standards of wellness facilities to boost competitiveness
Sub-strategy 2.3 Developing new wellness services to ensure well-being in an ageing society.","Sub-strategy 10.1 Promoting community access to food security in terms of quantity, nutrition, as well as diverse, safe, sufficient food security reserves. The food security reserve model for community should be encouraged to establish as a role model for further implementation. 
Sub-strategy 10.2 Preparing for agricultural product and food distribution management in crisis situations. ","Developing professional standards of wellness-related businesses through quality management processes. Offering incentives for SMEs to register under the Health Business 52 
Establishments Act B.E. 2559 (2016) and enhance service standards in order to compete on the international market. 
Accommodating spaces for digital communities for well-being based on service and product innovations appropriate for new normal lifestyles, such as telemedicine and appropriate changes in behaviors and lifestyles through food therapy and mental therapy in the form of meditation. Studying consumer behaviors in each age and ethnicity group to identify incentives for service uptakes. Developing infrastructure with universal architecture to support long-term healthcare services. Establishing residential areas for the elderly as well as areas for sports and exercises to encourage longer stays among the active elderly and work-and-travel visitors","consolidated","Align","Both policies target improvements in patient health status from complementary angles. SDG-02 seeks to strengthen food security--ensuring communities have reliable access to safe, nutritious, diverse food and are prepared for distribution challenges in crises--thereby directly improving nutritional health. SDG-03 aims to elevate Thailand's wellness services--through innovation, quality standards, food and mental therapy, and supportive infrastructures--to promote overall well-being. Together, they push the shared driver (patient health status) in the same positive direction.","One-sided benefit","Implementing SDG-02 creates a stable supply of safe, nutritious food and crisis-ready distribution systems, which underpins the success of SDG-03's food therapy and nutrition-based wellness services. Secure access to high-quality food makes it easier for wellness providers to deliver their interventions. Conversely, the specific instruments and infrastructure developed under SDG-03 (e.g., professional standards for wellness businesses, digital telemedicine platforms, elderly residential and exercise facilities) do not directly facilitate the community food security management mechanisms of SDG-02."
"Thailand","poor AMR surveillance system in veterinary medicine","AMR-02","AMR-03","Strategy 1 AMR surveillance system using the One Health approach Strategic objective :The AMR surveillance system is capable of indicating problems as well as monitoring and reporting the AMR epidemiological situation in both humans and animals in order to provide timely alerts on AMR spread.","AMR prevention and control and antimicrobial stewardship in agriculture and animals Strategic objective: Integrated and harmonized systems of AMR 
management and reduction of antimicrobial use in agricultural and animal sectors are applied to both public and private sectors.","Strategic action 1.1 Strengthen the national integrated system of AMR surveillance and signaling Strategic action 1.2 Strengthen capability and networking of microbiology laboratories Strategic action 1.3 Improve epidemiological capacity and networking on AMR","Strategic action 4.3 Establish surveillance of antimicrobial use in crop production","consolidated","Align","Both policies push the shared driver (poor AMR surveillance in veterinary medicine) in the same direction by calling for integrated, harmonized systems across human, animal, agriculture and crop sectors. Policy AMR-02 focuses on building the core AMR surveillance capacity, while AMR-03 embeds that surveillance within broader AMR management and stewardship in agriculture. Together they reinforce the One Health approach to detect and respond to AMR threats.","Mutual benefit","Policy 1's actions to strengthen the national integrated AMR surveillance system, laboratory networks and epidemiological capacity provide the infrastructure and analytical capability to absorb and interpret antimicrobial-use data from Policy 2. Conversely, Policy 2's establishment of antimicrobial-use surveillance in crop and animal production supplies critical usage metrics that enrich the integrated AMR signaling and monitoring platform set up under Policy 1."
"Thailand","public awareness about AMR","AMR-01","AMR-03","Public knowledge on AMR and awareness of appropriate use of antimicrobials
Strategic objective :The public are knowledgeable of AMR and aware of appropriate antimicrobial use, including environmen-tal contamination of AMR organisms.","AMR prevention and control and antimicrobial stewardship in agriculture and animals Strategic objective: Integrated and harmonized systems of AMR 
management and reduction of antimicrobial use in agricultural and animal sectors are applied to both public and private sectors.","Strategic action 5.1 Support roles of civil society and mass media agencies to increase public understanding of AMR and appropriate use of antimicrobials 
Strategic action 5.2 Improve health literacy on AMR and awareness of appropriate use of antimicrobials for the public espe-cially in children, adolescent and working age groups 
Strategic action 5.3 Empower and reinforce participatory engagement of communities and lay people networks","Strategic action 4.5 Educate relevant stakeholders in food animals and agriculture regarding appropriate use of antimicrobials","consolidated","Align","Both policies aim to raise awareness of antimicrobial resistance and promote appropriate antimicrobial use. Policy 1 targets the general public (including children, adolescents and working-age groups) to build health literacy and community engagement, while Policy 2 focuses on education of agricultural and animal-sector stakeholders. Together they push the shared driver (public awareness of AMR) in the same direction, yielding cumulative benefits.","Mutual benefit","Policy 1's efforts to engage civil society, mass media and community networks create channels that can be leveraged to disseminate targeted stewardship messages to farmers and animal-sector stakeholders under Policy 2. Conversely, the sector-specific training in Policy 2 generates expert content and local champions who can feed back into media campaigns and community engagement activities of Policy 1, thus making each policy's implementation easier."
"Philippines","discharge of waste from anthropogenic activities","AMR-02","SDG-06","2.1 To improve the surveillance and diagnostic capabilities of hospitals, and laboratories
2.2 To capacitate health workers based on required competencies for different areas of AMR work","Subchapter 2.3 Establish Livable Communities
Outcome 2: Environmental quality improved","1. Engage with environment laboratories and relevant offices 2. Assess capacities of environment laboratories 3. Conduct environmental monitoring for AMR in residue 4. Ensure proper disposal of waste and hazardous materials 
5. Enhance technologies and capabilities of environmental laboratories for monitoring 6. Monitor implementation of protocols on waste disposal from hospitals, health facilities, clinics, animal clinics

Train staff for environmental monitoring of residue","Broaden waste minimization initiatives
Increase access to proper waste disposal facilities
Expand monitoring and enforcement of air and water quality standards","consolidated","Align","Both policies are aimed at reducing the adverse impacts of waste discharge from human activities. Policy 1, while primarily focused on AMR surveillance and capacity-building, explicitly includes ensuring proper disposal of waste and hazardous materials in health facilities, directly targeting one of the drivers. Policy 2, with its broader goal of improving environmental quality through waste minimization and increased access to waste disposal facilities, similarly seeks to reduce waste discharge. Thus, the objectives of both policies push the shared driver in the same direction.","Mutual benefit","In practice, Policy 1 implements specific actions such as ensuring proper disposal of waste and monitoring waste disposal protocols at health facilities, which directly supports the community-level waste management expansion in Policy 2. Meanwhile, Policy 2 ' s initiatives to broaden waste minimization and increase access to proper disposal facilities create a favorable environment for the monitoring and capacity improvements established under Policy 1. These complementary measures facilitate each other, producing a mutual benefit in addressing the discharge of waste from anthropogenic activities."
"Philippines","discharge of waste from anthropogenic activities","AMR-02","SDG-11","2.1 To improve the surveillance and diagnostic capabilities of hospitals, and laboratories
2.2 To capacitate health workers based on required competencies for different areas of AMR work","Subchapter 2.3 Establish Livable Communities
Outcome 2: Environmental quality improved","1. Engage with environment laboratories and relevant offices 2. Assess capacities of environment laboratories 3. Conduct environmental monitoring for AMR in residue 4. Ensure proper disposal of waste and hazardous materials 
5. Enhance technologies and capabilities of environmental laboratories for monitoring 6. Monitor implementation of protocols on waste disposal from hospitals, health facilities, clinics, animal clinics

Train staff for environmental monitoring of residue","Broaden waste minimization initiatives: Waste minimization shall involve ensuring compliance and steering behavioral change at the individual, household, and societal levels toward sustainable production and consumption practices. Compliance with the Ecological Solid Waste Management Act (RA 9003), which mandates LGUs to divert more than 25 percent of solid wastes from waste disposal facilities, shall be pursued. Waste recycling and other recovery programs such as community composting and recovery of rare metals from waste electrical and electronic equipment (urban mining) programs will be intensified to improve resource efficiency and promote a circular economy.
Increase access to proper waste disposal facilities: Solid, organic, and health care and hazardous wastes will be effectively managed to prevent possible adverse health, economic, and environmental impacts in communities. The 
delivery of waste management services by LGUs will be increased, making proper waste disposal accessible to a larger population base. The 
approval of SWM plans will also be fast-tracked. A web-based monitoring system will be established to track progress and compliance by LGUs with solid waste regulations, including their waste diversion mandate. 
","consolidated","Align","Both policies ultimately target reducing improper waste discharge, a key driver for AMR. Policy 1, although emphasizing improved surveillance, diagnostics, capacity building, and proper disposal protocols in health and environmental laboratories, contributes to minimizing hazardous waste from healthcare facilities. Policy 2 aims at enhancing overall environmental quality through better waste minimization and disposal in communities. In effect, both policies push the driver (discharge of waste from anthropogenic activities) in the same direction.","Mutual benefit","Policy 1 ' s implementation activities such as engaging environment laboratories, monitoring waste disposal protocols in health care facilities, and strengthening capacities for environmental monitoring are directly complemented by Policy 2 ' s initiatives that enhance waste minimization, improve access to proper disposal facilities, and enforce compliance with solid waste regulations. The robust waste management framework established under Policy 2 can facilitate the effective monitoring and proper disposal protocols in Policy 1, while the focused efforts in Policy 1 help ensure that health sector waste is managed in line with the broader objectives of Policy 2, resulting in a mutually beneficial interaction."
"Philippines","discharge of waste from anthropogenic activities","AMR-02","SDG-12","2.1 To improve the surveillance and diagnostic capabilities of hospitals, and laboratories
2.2 To capacitate health workers based on required competencies for different areas of AMR work","Improve access of primary producers to production requirements
Outcome 2: Environmental quality improved","1. Engage with environment laboratories and relevant offices 2. Assess capacities of environment laboratories 3. Conduct environmental monitoring for AMR in residue 4. Ensure proper disposal of waste and hazardous materials 
5. Enhance technologies and capabilities of environmental laboratories for monitoring 6. Monitor implementation of protocols on waste disposal from hospitals, health facilities, clinics, animal clinics

Train staff for environmental monitoring of residue","Simultaneously, there will be greater utilization and composting of farm and non-farm wastes and biological materials, such as palm sap, wood waste, and Napier grass, as energy and fertilizer sources.
Broaden waste minimization initiatives
Increase access to proper waste disposal facilities","consolidated","Align","Both policies, through their objectives, target reducing the discharge of waste from human activities. Policy AMR-02 focuses on strengthening the capacity of hospitals, laboratories, and health workers to implement proper waste disposal and environmental monitoring, while SDG-12 aims to improve environmental quality by enhancing waste management practices among primary producers. The shared focus on waste management in distinct sectors means that, overall, they are pushing the driver (discharge of waste) in the same direction.","One-sided benefit","SDG-12 ' s implementation facilitates improved access to proper waste disposal facilities and waste minimization initiatives, which can indirectly support Policy AMR-02 ' s efforts to ensure proper disposal of hospital and hazardous wastes. However, the technical enhancements and environmental monitoring capacity developed under AMR-02 are less likely to directly impact the agricultural and community waste management actions of SDG-12, establishing a one-sided benefit."
